rank,state,city,latitude,longitude,population,growth
862,California,Bell Gardens,33.9652918,-118.1514588,42889,-2.7
863,Tennessee,Cleveland,35.1595182,-84.8766115,42774,14.1
864,Florida,North Lauderdale,26.217305,-80.2258811,42757,10.8
865,Ohio,Fairfield,39.3454673,-84.5603187,42635,1.2
866,Massachusetts,Salem,42.51954,-70.8967155,42544,5.1
867,California,Rancho Palos Verdes,33.7444613,-118.3870173,42448,2.9
868,California,San Bruno,37.6304904,-122.4110835,42443,5.6
869,New Hampshire,Concord,43.2081366,-71.5375718,42419,4.1
870,Vermont,Burlington,44.4758825,-73.21207199999999,42284,6.1
871,North Carolina,Apex,35.732652,-78.85028559999999,42214,98.8
872,Michigan,Midland,43.6155825,-84.2472116,42181,0.9
873,Florida,Altamonte Springs,28.6611089,-81.3656242,42150,2
874,Kansas,Hutchinson,38.0608445,-97.92977429999999,41889,0.1
875,Illinois,Buffalo Grove,42.1662831,-87.9631308,41778,-3.4
876,Iowa,Urbandale,41.6266555,-93.71216559999999,41776,41.5
877,Pennsylvania,State College,40.7933949,-77.8600012,41757,8.7
878,Illinois,Urbana,40.1105875,-88.2072697,41752,10.3
879,Illinois,Plainfield,41.632223,-88.2120315,41734,203.6
880,Virginia,Manassas,38.7509488,-77.47526669999999,41705,19.5
881,Illinois,Bartlett,41.9950276,-88.1856301,41679,13.1
882,New Jersey,Kearny,40.7684342,-74.1454214,41664,2.8
883,Arizona,Oro Valley,32.3909071,-110.966488,41627,27
884,Ohio,Findlay,41.04422,-83.6499321,41512,5.8
885,California,Rohnert Park,38.3396367,-122.7010984,41398,0
887,Massachusetts,Westfield,42.1250929,-72.749538,41301,3
886,New Jersey,Linden,40.6220478,-74.24459019999999,41301,4.7
888,South Carolina,Sumter,33.9204354,-80.3414693,41190,1.3
889,Pennsylvania,Wilkes-Barre,41.2459149,-75.88130749999999,41108,-4.3
890,Rhode Island,Woonsocket,42.00287609999999,-71.51478390000001,41026,-5.2
891,Massachusetts,Leominster,42.5250906,-71.759794,41002,-1.1
892,Connecticut,Shelton,41.3164856,-73.0931641,40999,7.3
893,California,Brea,33.9166805,-117.9000604,40963,15.2
894,Kentucky,Covington,39.0836712,-84.5085536,40956,-4.7
895,Texas,Rockwall,32.93123360000001,-96.4597089,40922,117.2
896,Mississippi,Meridian,32.3643098,-88.703656,40921,-0.9
897,Utah,Riverton,40.521893,-111.9391023,40921,61.6
898,Florida,St. Cloud,28.2489016,-81.2811801,40918,86.2
899,Illinois,Quincy,39.9356016,-91.4098726,40915,0.5
900,California,Morgan Hill,37.1305012,-121.6543901,40836,19.5
901,Ohio,Warren,41.2375569,-80.81841659999999,40768,-15.2
902,Washington,Edmonds,47.8106521,-122.3773552,40727,2.9
903,Texas,Burleson,32.5420821,-97.3208492,40714,85.3
904,Massachusetts,Beverly,42.5584283,-70.880049,40664,2
905,Minnesota,Mankato,44.1635775,-93.99939959999999,40641,24.7
906,Maryland,Hagerstown,39.6417629,-77.71999319999999,40612,10.4
907,Arizona,Prescott,34.5400242,-112.4685025,40590,18.1
908,California,Campbell,37.2871651,-121.9499568,40584,4.2
909,Iowa,Cedar Falls,42.5348993,-92.4453161,40566,12
910,California,Beaumont,33.9294606,-116.977248,40481,254.5
911,California,La Puente,34.0200114,-117.9495083,40435,-1.6
912,Illinois,Crystal Lake,42.2411344,-88.31619649999999,40388,5.3
913,Massachusetts,Fitchburg,42.5834228,-71.8022955,40383,3.5
914,Illinois,Carol Stream,41.91252859999999,-88.13479269999999,40379,-0.2
915,North Carolina,Hickory,35.7344538,-81.3444573,40361,7
916,Illinois,Streamwood,42.0255827,-88.17840849999999,40351,10.1
917,Connecticut,Norwich,41.5242649,-72.07591049999999,40347,11.6
918,Texas,Coppell,32.9545687,-97.01500779999999,40342,10.3
919,California,San Gabriel,34.09611110000001,-118.1058333,40275,0.9
920,Massachusetts,Holyoke,42.2042586,-72.6162009,40249,0.9
921,Arkansas,Bentonville,36.3728538,-94.2088172,40167,97.7
922,Alabama,Florence,34.79981,-87.677251,40059,10.2
923,Georgia,Peachtree Corners,33.9698929,-84.2214551,40059,0
924,Tennessee,Brentwood,36.0331164,-86.78277720000001,40021,51.9
925,Montana,Bozeman,45.6769979,-111.0429339,39860,41.9
926,Wisconsin,New Berlin,42.9764027,-88.1084224,39834,3.6
927,South Carolina,Goose Creek,32.9810059,-80.03258670000001,39823,26.1
928,Texas,Huntsville,30.7235263,-95.55077709999999,39795,13.2
929,Arizona,Prescott Valley,34.6100243,-112.315721,39791,62.9
930,Minnesota,Maplewood,44.9530215,-92.9952153,39765,12.3
931,Illinois,Romeoville,41.6475306,-88.0895061,39650,79.5
932,Texas,Duncanville,32.6518004,-96.9083366,39605,9.7
933,New Jersey,Atlantic City,39.3642834,-74.4229266,39551,-2.2
934,New Mexico,Clovis,34.4047987,-103.2052272,39508,21.3
935,Texas,The Colony,33.0806083,-96.89283089999999,39458,45.7
936,California,Culver City,34.0211224,-118.3964665,39428,1.3
937,Massachusetts,Marlborough,42.3459271,-71.5522874,39414,7.6
938,South Carolina,Hilton Head Island,32.216316,-80.752608,39412,16
939,Minnesota,Moorhead,46.8737648,-96.76780389999999,39398,21.3
940,California,Calexico,32.6789476,-115.4988834,39389,44
941,Arizona,Bullhead City,35.1359386,-114.5285981,39383,15.9
942,Tennessee,Germantown,35.0867577,-89.8100858,39375,4.1
943,California,La Quinta,33.6633573,-116.3100095,39331,59.9
944,Ohio,Lancaster,39.7136754,-82.5993294,39325,10.7
945,Wisconsin,Wausau,44.9591352,-89.6301221,39309,1.7
946,Texas,Sherman,33.6356618,-96.6088805,39296,11.6
947,Florida,Ocoee,28.5691677,-81.5439619,39172,57.9
948,Minnesota,Shakopee,44.7973962,-93.5272861,39167,85.7
949,Massachusetts,Woburn,42.4792618,-71.1522765,39083,4.4
950,Washington,Bremerton,47.5673202,-122.6329356,39056,4.9
951,Illinois,Rock Island,41.5094771,-90.5787476,38877,-1.9
952,Oklahoma,Muskogee,35.7478769,-95.3696909,38863,-0.7
953,Missouri,Cape Girardeau,37.3058839,-89.51814759999999,38816,9.4
954,Maryland,Annapolis,38.9784453,-76.4921829,38722,7.6
955,Florida,Greenacres,26.6276276,-80.1353896,38696,35.5
956,Florida,Ormond Beach,29.2858129,-81.0558894,38661,5.8
957,Florida,Hallandale Beach,25.9812024,-80.14837899999999,38632,12.4
958,California,Stanton,33.8025155,-117.9931165,38623,2.8
959,Washington,Puyallup,47.1853785,-122.2928974,38609,11.8
960,California,Pacifica,37.6138253,-122.4869194,38606,0.5
961,Illinois,Hanover Park,41.9994722,-88.1450735,38510,0.6
962,Texas,Hurst,32.8234621,-97.1705678,38448,5.8
963,Ohio,Lima,40.742551,-84.1052256,38355,-8.1
964,Arizona,Marana,32.436381,-111.2224422,38290,166.2
965,Illinois,Carpentersville,42.1211364,-88.2578582,38241,22.8
966,California,Oakley,37.9974219,-121.7124536,38194,47.7
967,Ohio,Huber Heights,39.843947,-84.12466080000002,38142,-0.2
968,Texas,Lancaster,32.5920798,-96.7561082,38071,46.4
969,California,Montclair,34.0775104,-117.6897776,38027,12.1
970,Illinois,Wheeling,42.1391927,-87.9289591,38015,4.8
971,Wisconsin,Brookfield,43.0605671,-88.1064787,37999,-1.9
972,Illinois,Park Ridge,42.0111412,-87.84061919999999,37839,0.1
973,South Carolina,Florence,34.1954331,-79.7625625,37792,19.8
974,Utah,Roy,41.1616108,-112.0263313,37733,13.3
975,Florida,Winter Garden,28.5652787,-81.58618469999999,37711,142.5
976,Massachusetts,Chelsea,42.3917638,-71.0328284,37670,7.3
977,New York,Valley Stream,40.6642699,-73.70846449999999,37659,3.6
978,South Carolina,Spartanburg,34.9495672,-81.9320482,37647,-6.2
979,Oregon,Lake Oswego,45.42067489999999,-122.6706498,37610,5.3
980,Texas,Friendswood,29.5293998,-95.2010447,37587,28.6
981,Ohio,Westerville,40.1261743,-82.92906959999999,37530,5.7
982,Colorado,Northglenn,39.8961821,-104.9811468,37499,15.5
983,Alabama,Phenix City,32.4709761,-85.0007653,37498,31.9
984,Ohio,Grove City,39.88145189999999,-83.0929644,37490,35.6
985,Texas,Texarkana,33.425125,-94.04768820000001,37442,7.4
986,Illinois,Addison,41.931696,-87.9889556,37385,2.6
987,Delaware,Dover,39.158168,-75.5243682,37366,16
988,Michigan,Lincoln Park,42.2505943,-83.1785361,37313,-6.7
989,Illinois,Calumet City,41.6155909,-87.5294871,37240,-4.5
990,Michigan,Muskegon,43.2341813,-86.24839209999999,37213,-7.1
991,Florida,Aventura,25.9564812,-80.1392121,37199,47.2
992,California,Martinez,38.0193657,-122.1341321,37165,3.4
993,Wisconsin,Greenfield,42.9614039,-88.0125865,37159,4.8
994,Arizona,Apache Junction,33.4150485,-111.5495777,37130,15.7
995,California,Monrovia,34.1442616,-118.0019482,37101,0.2
996,Texas,Weslaco,26.1595194,-97.9908366,37093,28.8
997,Oregon,Keizer,44.9901194,-123.0262077,37064,14.4
998,Utah,Spanish Fork,40.114955,-111.654923,36956,78.1
999,Wisconsin,Beloit,42.5083482,-89.03177649999999,36888,2.9
1000,Florida,Panama City,30.1588129,-85.6602058,36877,0.1
63,Alaska,Anchorage,61.2180556,-149.9002778,300950,15.4
54,Hawaii,Honolulu,21.3069444,-157.8583333,347884,-6.2
